,id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price,predicted_status
59,TID21649,app,0.0,group_1,0.0,37.40886764992163,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_32,61.71569030214479,Canceled
60,TID01680,website,0.0,group_4,0.0,0.1646209849232026,2.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-14 00:00:00,id_82,63.676929937127696,Not_Canceled
61,TID30754,app,0.0,group_1,0.0,25.86564235638868,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-15 00:00:00,id_6,51.42898851714119,Canceled
62,TID04415,website,0.0,group_1,0.0,126.84030192627291,3.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-29 00:00:00,id_87,54.03060159521941,Not_Canceled
63,TID22526,whoosh,0.0,group_1,,7.7083943525920064,1.0,0.0,1.0,,0.0,1.0,1.0,debit,2019-09-13 00:00:00,id_27,40.78410635535322,Not_Canceled
64,TID27789,app,0.0,group_4,0.0,4.184828603733564,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-08-19 00:00:00,id_89,64.24117034196198,Not_Canceled
65,TID32002,app,0.0,group_1,0.0,36.87048061761894,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_24,56.61145454534141,Not_Canceled
66,TID32311,app,0.0,group_1,0.0,36.50806302688197,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_39,61.71569030214479,Not_Canceled
67,TID29128,website,0.0,group_4,0.0,83.8590235819159,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-28 00:00:00,id_2,72.57079681866622,Not_Canceled
68,TID29600,app,0.0,group_1,0.0,23.11414482948756,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-16 00:00:00,id_18,51.42898851714119,Not_Canceled
69,TID14862,website,,group_1,0.0,214.03611344151204,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-09-27 00:00:00,id_7,54.52252146250021,Not_Canceled
70,TID20757,app,0.0,group_1,0.0,52.87394356229815,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-22 00:00:00,id_12,42.40791340221634,Not_Canceled
71,TID04419,whoosh,0.0,group_1,,29.63540852673121,0.0,0.0,1.0,,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_20,51.42898851714119,Not_Canceled
72,TID15477,website,0.0,group_2,0.0,34.30943395496448,1.0,2.0,3.0,0.0,0.0,0.0,0.0,debit,2019-08-26 00:00:00,id_87,71.35080098360487,Not_Canceled
73,TID20657,app,0.0,group_1,0.0,48.7228041726576,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-22 00:00:00,id_47,74.18557739342863,Canceled
74,TID27346,app,0.0,group_1,0.0,36.12343816852075,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-05 00:00:00,id_89,42.13800524296774,Not_Canceled
75,TID04140,website,0.0,group_4,0.0,26.34775915574815,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-18 00:00:00,id_19,68.28277875698875,Not_Canceled
76,TID13875,whoosh,0.0,group_5,,4.234315496475134,0.0,1.0,1.0,,0.0,0.0,3.0,debit,2019-08-27 00:00:00,id_29,98.99415848627366,Not_Canceled
77,TID18745,app,0.0,group_1,0.0,1.3093471590557004,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-01 00:00:00,id_79,56.61145454534141,Not_Canceled
78,TID11316,app,0.0,group_1,0.0,279.2808845148587,1.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-17 00:00:00,id_78,46.95457586793554,Not_Canceled
79,TID09287,website,0.0,group_1,0.0,11.813831892039232,2.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-08-05 00:00:00,id_90,74.18557739342863,Not_Canceled
80,TID15443,app,0.0,group_1,0.0,107.45660096212607,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-10 00:00:00,id_85,49.2002612542528,Not_Canceled
81,TID13968,website,0.0,group_1,0.0,34.4089888036274,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-15 00:00:00,id_10,78.44062656666785,Canceled
82,TID15840,website,0.0,group_1,0.0,45.4283248075685,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_44,55.89083434658451,Not_Canceled
83,TID21343,website,0.0,group_4,0.0,37.82723470800658,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-03 00:00:00,id_70,87.07711848459653,Not_Canceled
84,TID15766,app,0.0,group_1,0.0,65.63757503852888,0.0,0.0,1.0,3.0,0.0,0.0,4.0,credit,2019-11-28 00:00:00,id_0,70.55865121983884,Not_Canceled
85,TID01901,whoosh,1.0,group_1,,0.8681503801797353,0.0,0.0,1.0,,0.0,1.0,1.0,debit,2019-10-30 00:00:00,id_80,52.99252167070896,Not_Canceled
86,TID21440,website,0.0,group_2,0.0,291.8324543498241,1.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2019-09-30 00:00:00,id_51,49.76293396176134,Not_Canceled
87,TID29213,website,0.0,group_4,0.0,21.55797874979788,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-18 00:00:00,id_45,68.28277875698875,Not_Canceled
88,TID36047,website,0.0,group_1,0.0,9.84059449432126,2.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-26 00:00:00,id_28,63.066405878790896,Not_Canceled
89,TID31355,website,0.0,group_1,0.0,17.13996229952162,0.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-10 00:00:00,id_20,58.35009645264586,Canceled
90,TID10600,whoosh,0.0,group_1,,4.3949854606959855,0.0,2.0,1.0,,0.0,2.0,0.0,debit,2019-11-18 00:00:00,id_97,46.157735510055225,Not_Canceled
91,TID16239,website,0.0,group_1,0.0,229.5343164203397,4.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-23 00:00:00,id_79,57.2792313903951,Not_Canceled
92,TID00286,app,0.0,group_4,0.0,81.9638212351941,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-16 00:00:00,id_92,59.15236651638182,Canceled
93,TID18972,website,0.0,group_4,0.0,90.86251044091348,2.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-15 00:00:00,id_80,63.88357903856184,Not_Canceled
94,TID27347,website,0.0,group_6,0.0,31.22407236356242,3.0,1.0,1.0,3.0,0.0,0.0,1.0,debit,2019-09-10 00:00:00,id_94,114.59880415888377,Not_Canceled
95,TID00839,app,0.0,group_1,0.0,14.77850502076608,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-18 00:00:00,id_39,58.66202429346859,Canceled
96,TID35935,app,0.0,group_1,0.0,90.8965406588924,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-19 00:00:00,id_34,54.03060159521941,Canceled
97,TID00694,website,0.0,group_1,0.0,94.08647092708236,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-19 00:00:00,id_82,77.07551713923415,Not_Canceled
98,TID11610,website,0.0,group_1,0.0,104.8231798001548,2.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_49,65.94900339173297,Not_Canceled
99,TID18792,website,0.0,group_6,0.0,8.540996800211422,1.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-09-07 00:00:00,id_2,107.55127235771576,Not_Canceled
100,TID08702,telephone,0.0,group_5,,32.13420569483055,1.0,0.0,1.0,,0.0,0.0,2.0,debit,2019-10-23 00:00:00,id_44,46.157735510055225,Not_Canceled
101,TID03876,app,0.0,group_1,0.0,25.40252549158492,0.0,1.0,1.0,3.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_26,52.64400774225182,Not_Canceled
102,TID14381,website,0.0,group_1,0.0,15.551367125707335,1.0,2.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-20 00:00:00,id_89,51.87278505079836,Not_Canceled
103,TID04663,website,0.0,group_1,0.0,103.61282697175707,2.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-15 00:00:00,id_69,102.12694375684508,Not_Canceled
104,TID31718,whoosh,,group_1,,21.017269498911705,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-09-20 00:00:00,id_70,41.8678098117921,Not_Canceled
105,TID30255,app,0.0,group_1,0.0,38.179752199785504,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-26 00:00:00,id_49,51.69012231290039,Canceled
106,TID01423,website,0.0,group_1,0.0,90.5594993069156,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-07 00:00:00,id_67,54.263709086906616,Not_Canceled
107,TID26395,website,0.0,group_4,0.0,55.969225767845295,2.0,1.0,1.0,1.0,0.0,0.0,3.0,debit,2019-08-13 00:00:00,id_87,71.21722964033106,Not_Canceled
108,TID34767,app,0.0,group_1,0.0,41.69202047471758,1.0,1.0,1.0,2.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_66,43.48472044988809,Not_Canceled
109,TID35391,website,0.0,group_1,0.0,54.53467993923277,0.0,2.0,1.0,2.0,0.0,0.0,3.0,credit,2019-08-05 00:00:00,id_18,81.01375479522268,Canceled
110,TID35438,app,0.0,group_1,0.0,96.01301231910732,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2019-08-05 00:00:00,id_64,51.42898851714119,Canceled
111,TID09156,website,0.0,group_1,0.0,35.97710287934733,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-12-05 00:00:00,id_1,92.84780526350735,Canceled
112,TID29475,website,0.0,group_1,0.0,1.2113594254093247,2.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-08-30 00:00:00,id_43,100.49490715574709,Not_Canceled
113,TID03167,website,0.0,group_1,0.0,37.814324678946974,2.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-27 00:00:00,id_68,53.20040729831208,Not_Canceled
114,TID19571,website,0.0,group_1,0.0,3.8452611997313824,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-12-05 00:00:00,id_8,71.72161267437116,Not_Canceled
115,TID08742,app,0.0,group_1,0.0,277.38335344620583,0.0,0.0,1.0,2.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_23,50.98455226724092,Canceled
116,TID12618,website,0.0,group_1,0.0,59.76187195064491,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-08 00:00:00,id_8,64.14047421146486,Not_Canceled
117,TID26737,website,1.0,group_4,0.0,56.74840121524358,2.0,1.0,1.0,3.0,0.0,0.0,1.0,credit,2019-09-03 00:00:00,id_50,120.53311605340777,Not_Canceled
118,TID07360,app,0.0,group_1,0.0,70.54634993923733,0.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-11-13 00:00:00,id_84,61.71569030214479,Not_Canceled
119,TID02110,app,0.0,group_1,0.0,46.13506535672852,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-12 00:00:00,id_76,42.13800524296774,Not_Canceled
120,TID09849,website,0.0,group_4,0.0,10.363011873268102,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-07 00:00:00,id_52,81.75399502254258,Not_Canceled
121,TID30799,website,0.0,group_4,0.0,78.74607468630887,3.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-09-27 00:00:00,id_59,84.48752719046969,Not_Canceled
122,TID20601,website,0.0,group_1,0.0,16.729818151139934,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_93,67.76921350963146,Not_Canceled
123,TID24355,website,0.0,group_1,0.0,5.015715369795644,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_32,83.91025827718266,Canceled
124,TID31377,app,0.0,group_1,0.0,98.34832532716813,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-09-04 00:00:00,id_77,56.61145454534141,Not_Canceled
125,TID34005,whoosh,0.0,group_1,,8.574356841736654,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-09-27 00:00:00,id_14,53.51198187585364,Not_Canceled
126,TID07263,website,,group_4,0.0,86.49696571663921,2.0,2.0,1.0,3.0,0.0,0.0,3.0,debit,2019-12-01 00:00:00,id_60,68.74592727043351,Not_Canceled
127,TID27080,website,0.0,group_1,0.0,61.89768285469103,1.0,2.0,1.0,1.0,0.0,0.0,3.0,debit,2019-10-14 00:00:00,id_38,86.56024861132154,Not_Canceled
128,TID15985,website,0.0,group_4,0.0,108.14992806402174,2.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-12-02 00:00:00,id_5,79.07306831290836,Not_Canceled
129,TID34712,website,0.0,group_4,0.0,119.74622003815291,0.0,2.0,2.0,2.0,0.0,0.0,5.0,credit,2019-11-30 00:00:00,id_96,74.83866560708519,Not_Canceled
130,TID23655,telephone,0.0,group_1,,386.7430144950109,0.0,2.0,1.0,,0.0,0.0,0.0,credit,2019-09-30 00:00:00,id_7,2.655238371001003,Not_Canceled
131,TID12161,app,0.0,group_1,0.0,-0.0340184559883696,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-19 00:00:00,id_43,43.48472044988809,Not_Canceled
132,TID32167,website,0.0,group_4,0.0,40.123790537681714,2.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_15,74.62762188535689,Not_Canceled
133,TID15110,website,0.0,group_1,0.0,32.25139976672092,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-03 00:00:00,id_25,73.69389734560187,Not_Canceled
134,TID27436,website,0.0,group_2,0.0,200.46270558538964,3.0,1.0,3.0,0.0,0.0,0.0,2.0,debit,2019-10-08 00:00:00,id_98,50.34027930881607,Not_Canceled
135,TID35441,app,0.0,group_4,0.0,172.64401129687482,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-26 00:00:00,id_0,54.52252146250021,Not_Canceled
136,TID32289,website,0.0,group_4,0.0,18.056418618642255,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-08 00:00:00,id_85,82.94665380988476,Not_Canceled
137,TID07462,website,0.0,group_4,0.0,50.89512064626687,3.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-08-10 00:00:00,id_28,71.07371727204246,Not_Canceled
138,TID27453,app,0.0,group_1,0.0,225.7161163792399,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-06 00:00:00,id_4,43.48472044988809,Not_Canceled
139,TID14409,telephone,0.0,group_4,,-97.0,2.0,1.0,1.0,,0.0,0.0,2.0,debit,2019-08-24 00:00:00,id_81,0.0,Not_Canceled
140,TID02348,website,0.0,group_1,0.0,28.49748878015138,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-02 00:00:00,id_39,73.69389734560187,Not_Canceled
141,TID26097,app,0.0,group_1,0.0,27.14828512390048,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-26 00:00:00,id_78,51.42898851714119,Not_Canceled
142,TID29206,website,0.0,group_1,0.0,3.502164539836204,0.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-23 00:00:00,id_7,69.24335323600516,Canceled
143,TID25570,website,0.0,group_1,0.0,35.5701495548626,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-05 00:00:00,id_25,73.69389734560187,Not_Canceled
144,TID25511,website,0.0,group_4,0.0,28.35826143503118,2.0,2.0,1.0,3.0,0.0,0.0,1.0,debit,2019-09-02 00:00:00,id_27,86.2776651373537,Not_Canceled
145,TID30616,website,0.0,group_4,0.0,35.604937931923075,3.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-19 00:00:00,id_56,83.4286900961829,Not_Canceled
146,TID21022,app,0.0,group_1,0.0,47.87299907055397,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-22 00:00:00,id_21,74.18557739342863,Not_Canceled
147,TID17160,website,0.0,group_4,0.0,3.245006037520213,2.0,0.0,1.0,3.0,0.0,0.0,3.0,debit,2019-11-08 00:00:00,id_99,86.94794954392027,Not_Canceled
148,TID04006,website,,group_1,0.0,51.15251784419517,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-11 00:00:00,id_45,68.6463697250727,Canceled
